title,home,keywords,publisher,country,classification,subjects
Acta Universitatis Sapientiae: Social Analysis,http://www.acta.sapientia.ro/acta-social/social-main.htm,"social media, social policy, anthropology, east-central europe, sociology","Sapientia Hungarian University of Transylvania, Scientia Publishing House",Romania,H,Social Sciences
Acta Veterinaria,https://sciendo.com/journal/ACVE,"veterinary medicine, biological sciences",Sciendo,Serbia,SF600-1100,Agriculture: Animal culture: Veterinary medicine
Acta Veterinaria Eurasia,https://actavet.org/EN,"veterinary clinical science, animal welfare, food science and technology, veterinary basic science, animal production",AVES,Turkey,SF600-1100,Agriculture: Animal culture: Veterinary medicine
Acta Veterinaria Scandinavica,http://actavetscand.biomedcentral.com,"veterinary research, veterinary medicine",BMC,United Kingdom,SF600-1100,Agriculture: Animal culture: Veterinary medicine
ACTA VŠFS,http://www.vsfs.cz/acta,"economics, applied economics, finance, banking, accounting",University of Finance and Administration,Czechia,HB71-74,Social Sciences: Economic theory. Demography: Economics as a science
Acta Zoologica Academiae Scientiarum Hungaricae,http://actazool.nhmus.hu/,"animal taxonomy, systematics, zoogeography, ecology, population biology, nature conservation",Hungarian Natural History Museum; Hungarian Academy of Sciences,Hungary,QL1-991,Science: Zoology
"Action, Criticism and Theory for Music Education",http://act.maydaygroup.org/,"education, music, philosophy, sociology, social justice, critical theory",The MayDay Group,United States,L7-991|M1-5000,Education: Education (General) | Music and books on Music: Music
Active and Passive Electronic Components,https://www.hindawi.com/journals/apec/,"transistors, integrated circuits, semiconductor materials, thick-film materials, capacitors, solid-state memories",Hindawi Limited,United Kingdom,TK1-9971,Technology: Electrical engineering. Electronics. Nuclear engineering
Active Travel Studies,https://activetravelstudies.org/,"transport, climate change, active travel, health studies, environment, human geography",University of Westminster Press,United Kingdom,HE1-9990|QC851-999|GE1-350,Social Sciences: Transportation and communications | Science: Physics: Meteorology. Climatology | Geography. Anthropology. Recreation: Environmental sciences
Actuators,http://www.mdpi.com/journal/actuators,"electromechanical actuators, actuator control systems, actuation technologies",MDPI AG,Switzerland,TA401-492|TK1001-1841,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials | Technology: Electrical engineering. Electronics. Nuclear engineering: Production of electric energy or power. Powerplants. Central stations
Acuity,https://jurnal.unai.edu/index.php/acuity,"acuity, language pedagogy, literature, culture, language",Universitas Advent Indonesia,Indonesia,P,Language and Literature
Acupuncture and Herbal Medicine,https://journals.lww.com/ahm/pages/default.aspx,"herbal medicine, acupuncture, complementary medicine, alternative medicine",Wolters Kluwer Health/LWW,United States,RZ201-999,Medicine: Other systems of medicine
Acute and Critical Care,https://www.accjournal.org/,"critical care medicine, critical care, intensive care",Korean Society of Critical Care Medicine,"Korea, Republic of",RC86-88.9,Medicine: Internal medicine: Medical emergencies. Critical care. Intensive care. First aid
Acute Medicine & Surgery,https://onlinelibrary.wiley.com/journal/20528817,"critical care, acute medicine, emergency care, disaster medicine",Wiley,United States,RC86-88.9,Medicine: Internal medicine: Medical emergencies. Critical care. Intensive care. First aid
Addiction and Health,http://ahj.kmu.ac.ir/,"addiction, health, medicine, drug abuse, psychiatry",Kerman University of Medical Sciences,"Iran, Islamic Republic of",R|RC435-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry
Addiction Neuroscience,https://www.journals.elsevier.com/addiction-neuroscience,"neurobiology, genetics and heredity, neuroimaging, behavioral sciences, cognitive science, pharmacology",Elsevier,Netherlands,RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
Addiction Science & Clinical Practice,http://ascpjournal.biomedcentral.com,"substance abuse, alcohol, tobacco, drug abuse, addictive behaviour, addiction treatment",BMC,United Kingdom,R5-920|HV1-9960,Medicine: Medicine (General) | Social Sciences: Social pathology. Social and public welfare. Criminology
Addictive Behaviors Reports,http://www.journals.elsevier.com/addictive-behaviors-reports,"addictive behavior, behavioral research, psychosocial research, addiction, alcoholism, gambling",Elsevier,United Kingdom,BF1-990|HV1-9960,Philosophy. Psychology. Religion: Psychology | Social Sciences: Social pathology. Social and public welfare. Criminology
Additive Manufacturing Letters,https://www.journals.elsevier.com/additive-manufacturing-letters/,"mechanics of materials, engineering, industrial engineering, manufacturing engineering",Elsevier,Netherlands,T55.4-60.8,Technology: Technology (General): Industrial engineering. Management engineering
Adipocyte,http://www.tandfonline.com/KADI,"cell biology, adipose tissue, physiology, pathophysiology, metabolism, adipogenesis",Taylor & Francis Group,United Kingdom,RC648-665|QH573-671|QP1-981,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the endocrine glands. Clinical endocrinology | Science: Biology (General): Cytology | Science: Physiology
ADMET and DMPK,http://pub.iapchem.org/ojs/index.php/admet/index,"pharmacology, drug absorption, drug metabolism, physical chemistry, adme",International Association of Physical Chemists (IAPC),Croatia,RM1-950,Medicine: Therapeutics. Pharmacology
Administration,https://sciendo.com/journal/ADMIN,"public administration, public policy, public sector",Sciendo,Poland,JF20-2112,Political science: Political institutions and public administration (General)
Administrative Sciences,http://www.mdpi.com/journal/admsci,"organization theory/organization behaviour, leadership, sustainable business development, organizational development and human capital development, international business, public management",MDPI AG,Switzerland,JF20-2112,Political science: Political institutions and public administration (General)
"Adolescent Health, Medicine and Therapeutics",https://www.dovepress.com/adolescent-health-medicine-and-therapeutics-journal,"adolescents, child development, health education",Dove Medical Press,United Kingdom,RJ1-570,Medicine: Pediatrics
Adolescents,https://www.mdpi.com/journal/adolescents,"adolescent health and wellbeing, adolescent development, adolescent psychology, adolescent gynecology, adolescent oncology, adolescent psychiatry",MDPI AG,Switzerland,RC435-571|RJ1-570|BF1-990,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry | Medicine: Pediatrics | Philosophy. Psychology. Religion: Psychology
Adsorption Science & Technology,https://www.hindawi.com/journals/ast/,"adsorption, desorption, surface chemistry, materials science, fluid dynamics",Hindawi - SAGE Publishing,United Kingdom,QD450-801,Science: Chemistry: Physical and theoretical chemistry
Advanced Biomedical Engineering,http://www.abe-journal.org,"sensing and imaging, tissue engineering, clinical and healthcare sciences, diagnosis and therapy, informatics and computation",Japanese Society for Medical and Biological Engineering,Japan,R5-920|R855-855.5|QH301-705.5,Medicine: Medicine (General): Medical technology | Science: Biology (General)
Advanced Biomedical Research,http://www.advbiores.net/,"biology, bioinformatics, medicine, human health, disease",Wolters Kluwer Medknow Publications,India,R|QH301-705.5,Medicine | Science: Biology (General)
Advanced Composites Letters,https://journals.sagepub.com/home/acm,"composite materials, composite structures",SAGE Publishing,United Kingdom,TA401-492,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials
Advanced Dental Journal,https://adjc.journals.ekb.eg,"oral medicine, periodontology, restorative dentistry, oral surgery, evidence-based dentistry, prosthodontics","Faculty of Dentistry, Cairo University",Egypt,RK1-715,Medicine: Dentistry
Advanced Devices & Instrumentation,https://spj.sciencemag.org/journals/adi/,"electronics, photonics, instrumentation, advanced devices, system integration, optoelectronics",American Association for the Advancement of Science (AAAS),United States,TK7800-8360|TA1501-1820,Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics | Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics
Advanced Electromagnetics,http://aemjournal.org,"numerical methods, computational techniques applied to em field problems, coupled field problems, optimization techniques, propagation and diffraction",Advanced Electromagnetics,France,QC1-999|QC501-766,Science: Physics: Electricity and magnetism
Advanced Energy & Sustainability Research,https://onlinelibrary.wiley.com/journal/26999412,"energy conversion, climate, ecology, energy storage, environment",Wiley-VCH,Germany,TD1-1066|TJ807-830,Technology: Environmental technology. Sanitary engineering | Technology: Mechanical engineering and machinery: Renewable energy sources
Advanced Genetics,https://onlinelibrary.wiley.com/journal/26416573,"genetics, genomics, epigenomics, genetic variants, copy number variations, genetic diseases",Wiley,United States,QH426-470,Science: Biology (General): Genetics
Advanced Herbal Medicine,http://herbmed.skums.ac.ir/,"pytochemistry, natural products, phytomedicine, pharmacology",Shahrekord University of Medical Sciences,"Iran, Islamic Republic of",R|Q,Medicine | Science
Advanced Industrial and Engineering Polymer Research,http://www.keaipublishing.com/en/journals/advanced-industrial-and-engineering-polymer-research/,"polymer blending, material composite, polymer rheology and molding, biodegradable and renewable polymer, polymer characterization and testing, polymer processing techniques and equipmentpolymer blending","KeAi Communications Co., Ltd.",China,TP1080-1185|TA1-2040,Technology: Chemical technology: Polymers and polymer manufacture | Technology: Engineering (General). Civil engineering (General)
Advanced Intelligent Systems,https://onlinelibrary.wiley.com/journal/26404567,"robotics, artificial intelligence, machine learning, responsive systems, human-machine interface, control systems",Wiley,Germany,TK7885-7895|TJ212-225,Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware | Technology: Mechanical engineering and machinery: Control engineering systems. Automatic machinery (General)
Advanced Journal of Emergency Medicine,http://ajem.tums.ac.ir,"emergency medicine, disaster, environmental diseases, toxicology, pediatric emergency medicine",Tehran University of Medical Sciences,"Iran, Islamic Republic of",R,Medicine
Advanced Manufacturing: Polymer & Composites Science,https://www.tandfonline.com/toc/yadm20/current,"advanced materials, automated manufacturing, multifunctional materials, polymer composites",Taylor & Francis Group,United Kingdom,TP1080-1185|T59.5,Technology: Chemical technology: Polymers and polymer manufacture | Technology: Technology (General): Industrial engineering. Management engineering: Automation
Advanced Membranes,https://www.keaipublishing.com/en/journals/advanced-membranes/,"membrane materials, membrane formation, membrane processes, membrane applications, membrane theories, membrane reactors",KeAi Communications Co. Ltd.,China,TP155-156|T,Technology: Chemical technology: Chemical engineering
Advanced Modeling and Simulation in Engineering Sciences,https://amses-journal.springeropen.com,"computational mechanics, numerical analysis, engineering simulation, complex models",SpringerOpen,United Kingdom,TA349-359|TA168,Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics | Technology: Engineering (General). Civil engineering (General): Systems engineering
